"Compensation","Name","Position","Date","Year","College"
0,"Eileen Anisgarten Brown ","Trustee",2014-06-01,2014,"Occidental College"
0,"Christopher C Calkins ","Chair",2014-06-01,2014,"Occidental College"
0,"Don R Conlan ","Trustee",2014-06-01,2014,"Occidental College"
0,"Anne Cannon ","Trustee",2014-06-01,2014,"Occidental College"
0,"Jennifer Crosthwaite ","Trustee",2014-06-01,2014,"Occidental College"
0,"Bill Davis ","Trustee",2014-06-01,2014,"Occidental College"
1089742,"Jainen Thayer ","Chief Investment Officer",2022-06-01,2022,"Grinnell College"
590356,"Anne Harris ","President",2022-06-01,2022,"Grinnell College"
416065,"Paige L Carlson ","Associate Director Of Investments",2022-06-01,2022,"Grinnell College"
335040,"Jaci Thiede ","Vp Development & Alumni Relations",2022-06-01,2022,"Grinnell College"
280673,"Debra Lukehart ","Vp Communications",2022-06-01,2022,"Grinnell College"
247033,"Joseph P Bagnoli ","Vp Enrollment",2022-06-01,2022,"Grinnell College"
233823,"Angela Voos ","Vp Strat. Initiatives/Chief Of Staff",2022-06-01,2022,"Grinnell College"
223613,"Henry W Moyer ","Professor Of Political Science",2022-06-01,2022,"Grinnell College"
222767,"Elaine M Marzluff ","Interim Dean Of The College",2022-06-01,2022,"Grinnell College"
210130,"David R Robinson ","Chief Information Officer",2022-06-01,2022,"Grinnell College"
204348,"John Kalkbrenner ","Avp Of Auxiliary Services",2022-06-01,2022,"Grinnell College"
204322,"Kelly Sandquist ","Director Of Investment Operations",2022-06-01,2022,"Grinnell College"
203681,"David G Campbell ","Professor Of Biology",2022-06-01,2022,"Grinnell College"
193597,"Nancy L Combs ","Interim Vp For Finance And Treasurer",2022-06-01,2022,"Grinnell College"
190940,"Keith Archer ","Vp Finance And Treasurer",2022-06-01,2022,"Grinnell College"
181061,"Sarah Moschenross ","Vp Student Affairs",2022-06-01,2022,"Grinnell College"
173466,"Schvalla Rivera ","Vp Diversity & Inclusion",2022-06-01,2022,"Grinnell College"
159577,"Jana Grimes ","Vp Of Human Resources",2022-06-01,2022,"Grinnell College"
103021,"Margaret Jones Bair ","Secretary",2022-06-01,2022,"Grinnell College"
0,"Michael B Kahn ","Trustee & Chair",2022-06-01,2022,"Grinnell College"
0,"Angela Onwuachi-Willig ","Trustee & Vice Chair",2022-06-01,2022,"Grinnell College"
0,"Sheryl Walter ","Trustee & Vice Chair",2022-06-01,2022,"Grinnell College"
0,"Lester Aleman ","Trustee",2022-06-01,2022,"Grinnell College"
0,"Patricia Fitzgibbons Anderson ","Trustee Separated In Fy22",2022-06-01,2022,"Grinnell College"
0,"David B Braman ","Trustee Separated In Fy22",2022-06-01,2022,"Grinnell College"
797176,"Jainen Thayer ","Chief Investment Officer",2021-06-01,2021,"Grinnell College"
400025,"Anne Harris ","President",2021-06-01,2021,"Grinnell College"
349813,"Raynard S Kington ","Former President",2021-06-01,2021,"Grinnell College"
330503,"Jaci Thiede ","Vp Development & Alumni Relations",2021-06-01,2021,"Grinnell College"
316072,"Paige L Carlson ","Associate Director Of Investments",2021-06-01,2021,"Grinnell College"
253632,"Keith Archer ","Vp Finance And Treasurer",2021-06-01,2021,"Grinnell College"
233441,"Joseph P Bagnoli ","Vp Enrollment",2021-06-01,2021,"Grinnell College"
223759,"Angela Voos ","Vp Strat. Initiatives/Chief Of Staff",2021-06-01,2021,"Grinnell College"
220994,"Henry W Moyer ","Professor Of Political Science",2021-06-01,2021,"Grinnell College"
205707,"David G Campbell ","Professor Of Biology",2021-06-01,2021,"Grinnell College"
200050,"David R Robinson ","Chief Information Officer",2021-06-01,2021,"Grinnell College"
196687,"John W Kalkbrenner ","Avp For Auxillary Services",2021-06-01,2021,"Grinnell College"
194369,"Debra Lukehart ","Vp Communications",2021-06-01,2021,"Grinnell College"
188743,"David E Lopatto ","Psychology Prof/Dir-Ctr For Teaching",2021-06-01,2021,"Grinnell College"
182942,"Elaine M Marzluff ","Interim Dean Of The College",2021-06-01,2021,"Grinnell College"
180489,"James Swartz ","Professor Of Chemisty",2021-06-01,2021,"Grinnell College"
175294,"Nancy L Combs ","Controller & Assistant Treasurer",2021-06-01,2021,"Grinnell College"
159447,"Sarah Moschenross ","Vp Student Affairs",2021-06-01,2021,"Grinnell College"
101504,"Meg Jones Bair ","Secretary",2021-06-01,2021,"Grinnell College"
0,"David E Maxwell ","Trustee & Chair",2021-06-01,2021,"Grinnell College"
0,"Michael B Kahn ","Trustee & Vice Chair",2021-06-01,2021,"Grinnell College"
0,"Sheryl Walter ","Trustee & Vice Chair",2021-06-01,2021,"Grinnell College"
0,"Trish Fitzgibbons Anderson ","Trustee",2021-06-01,2021,"Grinnell College"
0,"David B Braman ","Trustee",2021-06-01,2021,"Grinnell College"
0,"R Christina Cutlip ","Trustee",2021-06-01,2021,"Grinnell College"
1251425,"Raynard Kington ","President",2020-06-01,2020,"Grinnell College"
629973,"Jainen Thayer ","Chief Investment Officer",2020-06-01,2020,"Grinnell College"
328120,"Jaci Thiede ","Vp Development & Alumni Relations",2020-06-01,2020,"Grinnell College"
254962,"Keith Archer ","Vp Finance & Treasurer",2020-06-01,2020,"Grinnell College"
240502,"Joseph Bagnoli ","Vp Enrollment",2020-06-01,2020,"Grinnell College"
237124,"Paige Carlson ","Associate Director Of Investments",2020-06-01,2020,"Grinnell College"
230752,"Angela Voos ","Vp Strategic Planning & Chief Of Staff",2020-06-01,2020,"Grinnell College"
225366,"James Swartz ","Professor Of Chemistry",2020-06-01,2020,"Grinnell College"
219489,"Henry Moyer ","Professor Of Political Science",2020-06-01,2020,"Grinnell College"
203884,"Jonathan Andelson ","Professor Of Anthropology",2020-06-01,2020,"Grinnell College"
200965,"David Robinson ","Chief Information Officer",2020-06-01,2020,"Grinnell College"
199020,"David Campbell ","Professor Of Biology",2020-06-01,2020,"Grinnell College"
196829,"John Kalkbrenner ","Asst Vp For Auxiliary Services & Econ Development",2020-06-01,2020,"Grinnell College"
194545,"Debra Lukehart ","Vp Communications",2020-06-01,2020,"Grinnell College"
172843,"Nancy Combs ","Controller & Asst. Treasurer",2020-06-01,2020,"Grinnell College"
100036,"Meg Jones Bair ","Interim Secretary",2020-06-01,2020,"Grinnell College"
82714,"Susan Schoen ","Secretary",2020-06-01,2020,"Grinnell College"
500,"Angela Onwuachi-Willig ","Trustee",2020-06-01,2020,"Grinnell College"
0,"David Maxwell ","Trustee & Chair",2020-06-01,2020,"Grinnell College"
0,"Michael Kahn ","Trustee & Vice Chair",2020-06-01,2020,"Grinnell College"
0,"Sheryl Walter ","Trustee & Vice Chair",2020-06-01,2020,"Grinnell College"
0,"Nancy L Radermecher ","Trustee",2020-06-01,2020,"Grinnell College"
0,"George Moose ","Trustee",2020-06-01,2020,"Grinnell College"
0,"David Braman ","Trustee",2020-06-01,2020,"Grinnell College"
0,"Odile Disch-Bhadkamkar ","Trustee",2020-06-01,2020,"Grinnell College"
925261,"David Clay ","Chief Investment Officer",2019-06-01,2019,"Grinnell College"
665462,"Raynard Kington ","President",2019-06-01,2019,"Grinnell College"
387224,"Angela Clement ","Associate Director Of Investments",2019-06-01,2019,"Grinnell College"
348096,"Jainen Thayer ","Chief Investment Officer",2019-06-01,2019,"Grinnell College"
307806,"Michael Latham ","Dean Of The College",2019-06-01,2019,"Grinnell College"
236406,"Joseph Bagnoli ","Vp Enrollment",2019-06-01,2019,"Grinnell College"
220856,"Angela Voos ","Vp Strategic Planning & Chief Of Staff",2019-06-01,2019,"Grinnell College"
217990,"James Swartz ","Professor Of Chemistry",2019-06-01,2019,"Grinnell College"
213112,"Henry Moyer ","Professor Of Political Science",2019-06-01,2019,"Grinnell College"
206460,"David Lopatto ","Professor Of Psychology",2019-06-01,2019,"Grinnell College"
197192,"John Kalkbrenner ","Asst Vp For Auxiliary Services",2019-06-01,2019,"Grinnell College"
193609,"Jonathan Andelson ","Professor Of Anthropology",2019-06-01,2019,"Grinnell College"
192055,"David Campbell ","Professor Of Biology",2019-06-01,2019,"Grinnell College"
189474,"Debra Lukehart ","Vp Communications",2019-06-01,2019,"Grinnell College"
183916,"David Robinson ","Chief Information Officer",2019-06-01,2019,"Grinnell College"
178921,"Nancy Combs ","Controller & Asst. Treasurer",2019-06-01,2019,"Grinnell College"
137443,"Keith Archer ","Vp Finance & Treasurer",2019-06-01,2019,"Grinnell College"
109329,"Susan Schoen ","Secretary",2019-06-01,2019,"Grinnell College"
3925,"Kathryn Mohrman ","Trustee",2019-06-01,2019,"Grinnell College"
1000,"Angela Onwuachi-Willig ","Trustee",2019-06-01,2019,"Grinnell College"
0,"Trish Fitzgibbons Anderson ","Trustee",2019-06-01,2019,"Grinnell College"
0,"David Braman ","Trustee",2019-06-01,2019,"Grinnell College"
0,"Odile Disch-Bhadkamkar ","Trustee",2019-06-01,2019,"Grinnell College"
0,"Ryann Haines Cheung ","Alumni Council President",2019-06-01,2019,"Grinnell College"
0,"Patrician Finkelman ","Life Trustee & Chair",2019-06-01,2019,"Grinnell College"
765561,"Scott Wilson ","Chief Investment Officer",2018-06-01,2018,"Grinnell College"
622844,"Raynard Kington ","President",2018-06-01,2018,"Grinnell College"
476866,"Andrew Choquette ","Interim Chief Investment Officer",2018-06-01,2018,"Grinnell College"
385700,"David Clay ","Interim Chief Investment Officer",2018-06-01,2018,"Grinnell College"
298215,"Michael Latham ","Dean Of The College",2018-06-01,2018,"Grinnell College"
275168,"Kate Walker ","Treasurer",2018-06-01,2018,"Grinnell College"
228176,"Joseph Bagnoli ","Vp Enrollment",2018-06-01,2018,"Grinnell College"
209825,"Angela Voos ","Vp Strategic Plan/Chief Of Staff",2018-06-01,2018,"Grinnell College"
204309,"Henry Moyer ","Professor Of Political Science",2018-06-01,2018,"Grinnell College"
204066,"James Swartz ","Professor Of Chemistry",2018-06-01,2018,"Grinnell College"
197264,"David Lopatto ","Professor Of Psychology",2018-06-01,2018,"Grinnell College"
196691,"John Kalkbrenner ","Asst Vp For Auxiliary Services",2018-06-01,2018,"Grinnell College"
190918,"Jonathan Andelson ","Professor Of Anthropology",2018-06-01,2018,"Grinnell College"
181702,"Debra Lukehart ","Vp Communications",2018-06-01,2018,"Grinnell College"
180524,"David Campbell ","Professor Of Biology",2018-06-01,2018,"Grinnell College"
179697,"Angela Clement ","Associate Director Of Investments",2018-06-01,2018,"Grinnell College"
174417,"David Robinson ","Chief Information Officer",2018-06-01,2018,"Grinnell College"
165238,"Nancy Combs ","Interim Treasurer",2018-06-01,2018,"Grinnell College"
154100,"Paula Smith ","Professor Of English",2018-06-01,2018,"Grinnell College"
106779,"Susan Schoen ","Secretary",2018-06-01,2018,"Grinnell College"
2500,"Laura Ferguson ","Trustee",2018-06-01,2018,"Grinnell College"
0,"Trish Fitzgibbons Anderson ","Trustee",2018-06-01,2018,"Grinnell College"
0,"David Braman ","Trustee",2018-06-01,2018,"Grinnell College"
0,"Peter Calvert ","Alumni Council President",2018-06-01,2018,"Grinnell College"
0,"Odile Disch-Bhadkamkar ","Trustee",2018-06-01,2018,"Grinnell College"
666056,"Scott Wilson ","Chief Investment Officer",2017-06-01,2017,"Grinnell College"
599879,"Raynard Kington ","President",2017-06-01,2017,"Grinnell College"
370960,"David Clay ","Senior Advisor",2017-06-01,2017,"Grinnell College"
309800,"Andrew Choquette ","Director Of Investments",2017-06-01,2017,"Grinnell College"
282523,"Michael Latham ","Dean Of The College",2017-06-01,2017,"Grinnell College"
273531,"Kate Walker ","Treasurer",2017-06-01,2017,"Grinnell College"
269798,"Shane Jacobson ","Vp Development & Alumni Relations",2017-06-01,2017,"Grinnell College"
215598,"Joseph Bagnoli ","Vp Enrollment",2017-06-01,2017,"Grinnell College"
204423,"Angela Voos ","Vp Strategic Planning & Chief Of Staff",2017-06-01,2017,"Grinnell College"
197363,"John Kalkbrenner ","Asst Vp For Auxiliary Services",2017-06-01,2017,"Grinnell College"
188668,"James Swartz ","Professor Of Chemistry",2017-06-01,2017,"Grinnell College"
187111,"Henry Moyer ","Professor Of Political Science",2017-06-01,2017,"Grinnell College"
172713,"Jonathan Andelson ","Professor Of Anthropology",2017-06-01,2017,"Grinnell College"
172012,"David Robinson ","Chief Information Officer",2017-06-01,2017,"Grinnell College"
168475,"David Lopatto ","Professor Of Psychology",2017-06-01,2017,"Grinnell College"
168034,"David Campbell ","Professor Of Biology",2017-06-01,2017,"Grinnell College"
145498,"Paula Smith ","Professor Of English",2017-06-01,2017,"Grinnell College"
103579,"Susan Schoen ","Secretary",2017-06-01,2017,"Grinnell College"
25000,"Angela Onwuachi-Willig ","Alumni Council President",2017-06-01,2017,"Grinnell College"
0,"Trish Fitzgibbons Anderson ","Trustee & Vice Chair",2017-06-01,2017,"Grinnell College"
0,"David Braman ","Trustee & Vice Chair",2017-06-01,2017,"Grinnell College"
0,"Peter Calvert ","Alumni Council President",2017-06-01,2017,"Grinnell College"
0,"Odile Disch-Bhadkamkar ","Trustee",2017-06-01,2017,"Grinnell College"
0,"Laura Ferguson ","Trustee",2017-06-01,2017,"Grinnell College"
0,"Shelley Floyd ","Trustee",2017-06-01,2017,"Grinnell College"
638055,"Scott Wilson ","Chief Investment Officer",2016-06-01,2016,"Grinnell College"
567097,"Raynard Kington ","President",2016-06-01,2016,"Grinnell College"
363541,"David Clay ","Senior Advisor",2016-06-01,2016,"Grinnell College"
270529,"Andrew Choquette ","Director Of Investments",2016-06-01,2016,"Grinnell College"
267001,"Shane Jacobson ","Vp Development & Alumni Relations",2016-06-01,2016,"Grinnell College"
263822,"Michael Latham ","Dean Of The College",2016-06-01,2016,"Grinnell College"
227445,"Kate Walker ","Treasurer",2016-06-01,2016,"Grinnell College"
202847,"Joseph Bagnoli ","Vp Enrollment",2016-06-01,2016,"Grinnell College"
194027,"John Kalkbrenner ","Vp College Services",2016-06-01,2016,"Grinnell College"
193890,"Angela Voos ","Vp Strategic Planning & Chief Of Staff",2016-06-01,2016,"Grinnell College"
181518,"Henry Walker ","Professor Of Computer Science",2016-06-01,2016,"Grinnell College"
174753,"James Swartz ","Professor Of Chemistry",2016-06-01,2016,"Grinnell College"
173615,"Henry Moyer ","Professor Of Political Science",2016-06-01,2016,"Grinnell College"
164584,"James Reische ","Vp Communications",2016-06-01,2016,"Grinnell College"
160269,"Jonathan Andelson ","Professor Of Anthropology",2016-06-01,2016,"Grinnell College"
156396,"Paula Smith ","Professor Of English",2016-06-01,2016,"Grinnell College"
154659,"David Lopatto ","Professor Of Psychology",2016-06-01,2016,"Grinnell College"
105736,"Susan Schoen ","Secretary",2016-06-01,2016,"Grinnell College"
0,"Trish Fitzgibbons Anderson ","Trustee & Vice Chair",2016-06-01,2016,"Grinnell College"
0,"David Braman ","Trustee & Vice Chair",2016-06-01,2016,"Grinnell College"
0,"Laura Ferguson ","Trustee",2016-06-01,2016,"Grinnell College"
0,"Shelley Floyd ","Trustee",2016-06-01,2016,"Grinnell College"
0,"Harold Fuson Jr ","Trustee",2016-06-01,2016,"Grinnell College"
0,"Charles Gottdiener ","Trustee",2016-06-01,2016,"Grinnell College"
0,"Atul Gupta ","Trustee",2016-06-01,2016,"Grinnell College"
562117,"Scott Wilson ","Chief Investment Officer",2015-06-01,2015,"Grinnell College"
559915,"Raynard Kington ","President",2015-06-01,2015,"Grinnell College"
397694,"David Clay ","Senior Advisor",2015-06-01,2015,"Grinnell College"
209790,"Kate Walker ","Treasurer",2015-06-01,2015,"Grinnell College"
190564,"Karen Voss ","Former Treasurer",2015-06-01,2015,"Grinnell College"
188310,"John Kalkbrenner ","Vp College Services",2015-06-01,2015,"Grinnell College"
185008,"Andrew Choquette ","Director Of Investments",2015-06-01,2015,"Grinnell College"
181970,"Joseph Bagnoli ","Vp Enrollment",2015-06-01,2015,"Grinnell College"
176909,"David Lopatto ","Professor Of Psychology",2015-06-01,2015,"Grinnell College"
175364,"Angela Voos ","Vp Strategic Planning & Chief Of Staff",2015-06-01,2015,"Grinnell College"
168537,"Paula Smith ","Professor Of English",2015-06-01,2015,"Grinnell College"
166296,"Donald Tom ","Director Of Information Technology",2015-06-01,2015,"Grinnell College"
163882,"James Swartz ","Professor Of Chemistry",2015-06-01,2015,"Grinnell College"
162049,"Charles Sullivan ","Professor Of Biology",2015-06-01,2015,"Grinnell College"
161913,"Henry Walker ","Professor Of Computer Science",2015-06-01,2015,"Grinnell College"
155802,"Shane Jacobson ","Vp Development & Alumni Relations",2015-06-01,2015,"Grinnell College"
153909,"James Reische ","Vp Communications",2015-06-01,2015,"Grinnell College"
99178,"Susan Schoen ","Secretary",2015-06-01,2015,"Grinnell College"
0,"Trish Fitzgibbons Anderson ","Trustee & Vice Chair",2015-06-01,2015,"Grinnell College"
0,"David Braman ","Trustee & Vice Chair",2015-06-01,2015,"Grinnell College"
0,"Laura Ferguson ","Trustee",2015-06-01,2015,"Grinnell College"
0,"Shelley Floyd ","Trustee",2015-06-01,2015,"Grinnell College"
0,"Harold Fuson Jr ","Trustee",2015-06-01,2015,"Grinnell College"
0,"Atul Gupta ","Trustee",2015-06-01,2015,"Grinnell College"
0,"I Craig Henderson ","Trustee",2015-06-01,2015,"Grinnell College"
601484,"David Clay ","Chief Investment Officer",2014-06-01,2014,"Grinnell College"
570950,"Raynard Kington ","President",2014-06-01,2014,"Grinnell College"
286292,"Elizabeth Halloran ","Vp Development & Alumni Relations",2014-06-01,2014,"Grinnell College"
284788,"Scott Wilson ","Chief Investment Officer",2014-06-01,2014,"Grinnell College"
264944,"Karen Voss ","Treasurer",2014-06-01,2014,"Grinnell College"
211581,"Paula Smith ","Professor Of English",2014-06-01,2014,"Grinnell College"
203979,"Joseph Bagnoli ","Vp Enrollment",2014-06-01,2014,"Grinnell College"
183610,"John Kalkbrenner ","Vp College Services",2014-06-01,2014,"Grinnell College"
174358,"John Mutti ","Professor Of Economics",2014-06-01,2014,"Grinnell College"
173497,"Angela Voos ","Vp Strategic Planning & Chief Of Staff",2014-06-01,2014,"Grinnell College"
168303,"James Swartz ","Professor Of Chemistry",2014-06-01,2014,"Grinnell College"
163380,"David Lopatto ","Interim Dean Of The College",2014-06-01,2014,"Grinnell College"
158326,"Charles Sullivan ","Professor Of Biology",2014-06-01,2014,"Grinnell College"
153125,"Houston Dougharty ","Vp Student Affairs",2014-06-01,2014,"Grinnell College"
152538,"Henry Walker ","Professor Of Computer Science",2014-06-01,2014,"Grinnell College"
150641,"James Howard ","Director Of Principal Gifts",2014-06-01,2014,"Grinnell College"
150337,"James Reische ","Vp Communications",2014-06-01,2014,"Grinnell College"
94971,"Susan Schoen ","Secretary",2014-06-01,2014,"Grinnell College"
41565,"Kate Walker ","Treasurer",2014-06-01,2014,"Grinnell College"
4000,"Atul Gupta ","Trustee",2014-06-01,2014,"Grinnell College"
0,"Trish Fitzgibbons Anderson ","Trustee & Vice Chair",2014-06-01,2014,"Grinnell College"
0,"Robert Austin ","Trustee",2014-06-01,2014,"Grinnell College"
0,"David Braman ","Trustee",2014-06-01,2014,"Grinnell College"
0,"Laura Ferguson ","Trustee",2014-06-01,2014,"Grinnell College"
0,"Shelley Floyd ","Trustee",2014-06-01,2014,"Grinnell College"
215792,"Jennifer Chrisler ","Chief Advancement Officer",2022-06-01,2022,"Hampshire College"
212292,"Edward Wingenbach ","President",2022-06-01,2022,"Hampshire College"
150516,"Christopher Cox ","Vp Of Academic Affairs",2022-06-01,2022,"Hampshire College"
142819,"Djola Branner ","Professor",2022-06-01,2022,"Hampshire College"
137910,"Fumio Sugihara ","Dean Of Admissions And Fin. Aid",2022-06-01,2022,"Hampshire College"
135837,"Zauyah Waite ","Vp Of Student Affairs",2022-06-01,2022,"Hampshire College"
131257,"Eva Rueschmann ","Professor",2022-06-01,2022,"Hampshire College"
126717,"Yaniris Fernandez ","Associate Vp Of Aa",2022-06-01,2022,"Hampshire College"
106737,"Elizabeth Craun ","Senior Director Of Operations",2022-06-01,2022,"Hampshire College"
102787,"Edmund Melia ","Secretary Of The College",2022-06-01,2022,"Hampshire College"
96199,"Carl Ries ","Vp Of Admin, Finance, & Treasurer",2022-06-01,2022,"Hampshire College"
91206,"Wm Josiah Erikson ","Staff Trustee",2022-06-01,2022,"Hampshire College"
49395,"Omar Dahi ","Faculty Trustee",2022-06-01,2022,"Hampshire College"
0,"Jose Fuentes ","Chair",2022-06-01,2022,"Hampshire College"
0,"Catherine Smith ","Vice Chair",2022-06-01,2022,"Hampshire College"
0,"Carol Salzman ","Secretary Of The Board",2022-06-01,2022,"Hampshire College"
0,"Alice Petty ","Trustee",2022-06-01,2022,"Hampshire College"
0,"Ananda Valenzuela ","Trustee",2022-06-01,2022,"Hampshire College"
0,"Aviva Pusey ","Student Trustee Elect",2022-06-01,2022,"Hampshire College"
0,"Carol Varney ","Trustee",2022-06-01,2022,"Hampshire College"
0,"Dayna Cunningham ","Trustee",2022-06-01,2022,"Hampshire College"
0,"Elle K Chan ","Trustee",2022-06-01,2022,"Hampshire College"
0,"Ellen Sturgis ","Trustee",2022-06-01,2022,"Hampshire College"
0,"Erik Benau ","Trustee",2022-06-01,2022,"Hampshire College"
0,"Jesus Colmenares ","Alumni Trustee",2022-06-01,2022,"Hampshire College"
240505,"Thomas Dybick ","Treasurer/Cfo",2021-06-01,2021,"Hampshire College"
228845,"Jennifer Chandler Until 620 ","Secretary Of The College",2021-06-01,2021,"Hampshire College"
216350,"Jennifer Chrisler ","Chief Advancement Officer",2021-06-01,2021,"Hampshire College"
214100,"Edward Wingenbach ","President",2021-06-01,2021,"Hampshire College"
207879,"John Courtemanche Until 620 ","Exec. Dir. Strategic Comm/Media Relations",2021-06-01,2021,"Hampshire College"
190176,"Eva Rueschmann Until 620 ","Vp For Aa/Dean Of Faculty",2021-06-01,2021,"Hampshire College"
162682,"Beth Ward Until 620 ","Secretary Of The College",2021-06-01,2021,"Hampshire College"
136004,"Timothy Zimmerman ","Professor",2021-06-01,2021,"Hampshire College"
135263,"Andrea Dezso ","Professor",2021-06-01,2021,"Hampshire College"
129850,"Christopher Cox ","Vp For Aa/Dean Of Faculty",2021-06-01,2021,"Hampshire College"
128226,"Robert Meagher ","Professor",2021-06-01,2021,"Hampshire College"
125528,"Yaniris Fernandez ","Associate Vp Of Aa",2021-06-01,2021,"Hampshire College"
104046,"Djola Branner Until 620 ","Vp Of Student Affairs",2021-06-01,2021,"Hampshire College"
88514,"Wm Josiah Erikson ","Staff Trustee",2021-06-01,2021,"Hampshire College"
71377,"Zauyah Waite ","Vp Of Student Affairs",2021-06-01,2021,"Hampshire College"
36159,"Lise Sanders ","Faculty Trustee",2021-06-01,2021,"Hampshire College"
10096,"Carl Ries ","Treasurer/Cfo",2021-06-01,2021,"Hampshire College"
0,"Anthony Thomas ","Trustee",2021-06-01,2021,"Hampshire College"
0,"Carol Salzman ","Secretary Of The Board",2021-06-01,2021,"Hampshire College"
0,"Carol Varney ","Trustee",2021-06-01,2021,"Hampshire College"
0,"Catherine Smith ","Vice Chair",2021-06-01,2021,"Hampshire College"
0,"David Matheson ","Trustee",2021-06-01,2021,"Hampshire College"
0,"Dayna Cunningham ","Trustee",2021-06-01,2021,"Hampshire College"
0,"Eli Alejo ","Student Trustee",2021-06-01,2021,"Hampshire College"
0,"Elle K Chan ","Trustee",2021-06-01,2021,"Hampshire College"
858330,"Miriam Nelson ","Former President Until 4/19",2020-06-01,2020,"Hampshire College"
330939,"Mary Mceneany ","Treasurer Until 7/19",2020-06-01,2020,"Hampshire College"
223413,"Daniel Ballantineuntil 419 ","Former Chief Advancement Officer",2020-06-01,2020,"Hampshire College"
218400,"Eva Rueschmann ","Vp For Aa/Dean Of Faculty",2020-06-01,2020,"Hampshire College"
156383,"Aaron Berman ","Faculty",2020-06-01,2020,"Hampshire College"
151503,"Jonathan Lash ","Former President Until 6/19",2020-06-01,2020,"Hampshire College"
139249,"Beth Ward ","Secretary",2020-06-01,2020,"Hampshire College"
137691,"Jennifer Chandler ","Chief Of Staff",2020-06-01,2020,"Hampshire College"
125432,"Yaniris Fernandez ","Assoc. Vp Of Aa",2020-06-01,2020,"Hampshire College"
121498,"Susan Darlington ","Faculty",2020-06-01,2020,"Hampshire College"
120458,"Edward Wingenbach ","President",2020-06-01,2020,"Hampshire College"
116681,"Elizabth Conlisk ","Faculty",2020-06-01,2020,"Hampshire College"
110208,"Djola Branner ","Vp Of Student Affairs",2020-06-01,2020,"Hampshire College"
101487,"Annie Rogers ","Faculty Trustee Until 12/19",2020-06-01,2020,"Hampshire College"
89633,"Wm Josiah Erikson ","Staff Trustee",2020-06-01,2020,"Hampshire College"
75112,"Lise Sanders ","Faculty Trustee",2020-06-01,2020,"Hampshire College"
70328,"Jennifer Chrisler ","Chief Advancement Officer",2020-06-01,2020,"Hampshire College"
19013,"Thomas Dybick ","Cfo",2020-06-01,2020,"Hampshire College"
4,"Kenneth Rosenthal ","Interim President April-July 2019",2020-06-01,2020,"Hampshire College"
0,"Jordan Strauss ","Trustee",2020-06-01,2020,"Hampshire College"
0,"Jose Fuentes ","Chair",2020-06-01,2020,"Hampshire College"
0,"Julie Schecter ","Trustee",2020-06-01,2020,"Hampshire College"
0,"Elle K Chan ","Trustee",2020-06-01,2020,"Hampshire College"
0,"Dayna Cunningham ","Trustee",2020-06-01,2020,"Hampshire College"
0,"Henry Astor ","Trustee",2020-06-01,2020,"Hampshire College"
362591,"Jonathan Lash ","Former President",2019-06-01,2019,"Hampshire College"
217303,"Eva Rueschmann ","Vp For Aa/Dean Of Faculty",2019-06-01,2019,"Hampshire College"
193180,"Mary Mceneany ","Treasurer",2019-06-01,2019,"Hampshire College"
189810,"Miriam Nelson ","Former President",2019-06-01,2019,"Hampshire College"
181100,"David Gibson ","Chief Creative Officer",2019-06-01,2019,"Hampshire College"
175745,"Lee Spector ","Professor",2019-06-01,2019,"Hampshire College"
166865,"Daniel Ballantine ","Chief Advancement Officer",2019-06-01,2019,"Hampshire College"
164828,"Robert Crowley ","Director Of It",2019-06-01,2019,"Hampshire College"
155465,"Gloria Lopez ","Vp For Sa/Dos",2019-06-01,2019,"Hampshire College"
143373,"Todd Holland ","Project And Operations Manager",2019-06-01,2019,"Hampshire College"
119854,"Beth Ward ","Secretary",2019-06-01,2019,"Hampshire College"
97107,"Annie Rogers ","Former Faculty Trustee",2019-06-01,2019,"Hampshire College"
79314,"Lise Sanders ","Trustee Faculty",2019-06-01,2019,"Hampshire College"
74647,"Anne Downes ","Staff Trustee",2019-06-01,2019,"Hampshire College"
0,"Luis Hernandez ","Chair",2019-06-01,2019,"Hampshire College"
0,"Jose Fuentes ","Vice Chair",2019-06-01,2019,"Hampshire College"
0,"Julie Schecter ","Vice Chair",2019-06-01,2019,"Hampshire College"
0,"Kenneth Rosenthal ","Interim President",2019-06-01,2019,"Hampshire College"
0,"Henry Astor ","Trustee",2019-06-01,2019,"Hampshire College"
0,"Jesus Colmenares ","Alumni Trustee",2019-06-01,2019,"Hampshire College"
0,"David Matheson ","Trustee",2019-06-01,2019,"Hampshire College"
0,"Lucy-Ann Mcfadden ","Trustee",2019-06-01,2019,"Hampshire College"
0,"William Null ","Trustee",2019-06-01,2019,"Hampshire College"
0,"Carol Salzman ","Trustee",2019-06-01,2019,"Hampshire College"
0,"Anthony Thomas ","Trustee",2019-06-01,2019,"Hampshire College"
310005,"Jonathan Lash ","President",2018-06-01,2018,"Hampshire College"
215260,"Eva Rueschmann ","Vp For Aa/Dean Of Faculty",2018-06-01,2018,"Hampshire College"
193102,"Mary Mceneany ","Treasurer",2018-06-01,2018,"Hampshire College"
179311,"David Gibson ","Chief Creative Officer",2018-06-01,2018,"Hampshire College"
174216,"Lee Spector ","Professor",2018-06-01,2018,"Hampshire College"
153946,"Daniel Ballantine ","Chief Advancement Officer",2018-06-01,2018,"Hampshire College"
136484,"Jeffrey Wolfman ","Director Of Development",2018-06-01,2018,"Hampshire College"
