"Compensation","Name","Position","Date","Year","College"
0,"Tricia Putnam Montgomery ","Trustee",2019-06-01,2019,"Whitman College"
466718,"Kathleen Murray ","President",2018-06-01,2018,"Whitman College"
247164,"Peter Harvey ","Cfo",2018-06-01,2018,"Whitman College"
227198,"John W Bogley ","Vp For Development And Alumni Relations",2018-06-01,2018,"Whitman College"
220455,"Alzada Tipton ","Provost And Dean Of The Faculty",2018-06-01,2018,"Whitman College"
204149,"Tony Cabasco ","Dean Of Admission & Financial Aid",2018-06-01,2018,"Whitman College"
176132,"David F Schmitz ","Faculty",2018-06-01,2018,"Whitman College"
171846,"Christopher Ponce ","Associate Vp For Development",2018-06-01,2018,"Whitman College"
161706,"Dan M Terrio ","Chief Information Officer",2018-06-01,2018,"Whitman College"
161086,"Joshua Jensen ","Vice President For Enrollment And Communications",2018-06-01,2018,"Whitman College"
151229,"Patrick Spencer ","Professor Of Geology",2018-06-01,2018,"Whitman College"
143686,"Caroline S Weiler Yancey ","Senior Research Scientist",2018-06-01,2018,"Whitman College"
135327,"Dana Burgess ","Professor Of Humanities",2018-06-01,2018,"Whitman College"
0,"Nancy B Serrurier ","Chair",2018-06-01,2018,"Whitman College"
0,"Joseph C Davis ","Vice Chair",2018-06-01,2018,"Whitman College"
0,"Janice M Abraham ","Trustee",2018-06-01,2018,"Whitman College"
0,"Megan Ferguson Clubb ","Trustee",2018-06-01,2018,"Whitman College"
0,"Christina M Dawson ","Trustee",2018-06-01,2018,"Whitman College"
0,"Richard Fade ","Trustee",2018-06-01,2018,"Whitman College"
0,"Barbara S Feigin ","Trustee",2018-06-01,2018,"Whitman College"
0,"Stephen E Hammond ","Trustee",2018-06-01,2018,"Whitman College"
0,"Gordon H Keane ","Trustee",2018-06-01,2018,"Whitman College"
0,"Bradley M Mcmurchie ","Trustee",2018-06-01,2018,"Whitman College"
0,"Tricia P Montgomery ","Trustee",2018-06-01,2018,"Whitman College"
0,"James R Moore ","Trustee",2018-06-01,2018,"Whitman College"
0,"William R Neff ","Trustee",2018-06-01,2018,"Whitman College"
454542,"Kathleen Murray ","President",2017-06-01,2017,"Whitman College"
239268,"Peter Harvey ","Cfo",2017-06-01,2017,"Whitman College"
233251,"John W Bogley ","Vp For Development",2017-06-01,2017,"Whitman College"
181788,"Christopher Ponce ","Associate Vp For Development",2017-06-01,2017,"Whitman College"
177957,"Charles E Cleveland ","Dean Of Students",2017-06-01,2017,"Whitman College"
174801,"David F Schmitz ","Faculty",2017-06-01,2017,"Whitman College"
165083,"Patrick Spencer ","Provost/Dean Of Faculty Interim",2017-06-01,2017,"Whitman College"
161543,"Dan M Terrio ","Chief Information Officer",2017-06-01,2017,"Whitman College"
160839,"Tony Cabasco ","Dean Of Admission & Financial Aid",2017-06-01,2017,"Whitman College"
159562,"Patrick Keef ","Faculty",2017-06-01,2017,"Whitman College"
159562,"Paul Apostolidis ","Faculty",2017-06-01,2017,"Whitman College"
151026,"Susan Pickett ","Faculty",2017-06-01,2017,"Whitman College"
0,"Bradley M Mcmurchie ","Chair",2017-06-01,2017,"Whitman College"
0,"Nancy B Serrurier ","Vice Chair",2017-06-01,2017,"Whitman College"
0,"Janice M Abraham ","Trustee",2017-06-01,2017,"Whitman College"
0,"Megan Ferguson Clubb ","Trustee",2017-06-01,2017,"Whitman College"
0,"Joseph C Davis ","Trustee",2017-06-01,2017,"Whitman College"
0,"Christina M Dawson ","Trustee",2017-06-01,2017,"Whitman College"
0,"Richard Fade ","Trustee",2017-06-01,2017,"Whitman College"
0,"Barbara S Feigin ","Trustee",2017-06-01,2017,"Whitman College"
0,"Stephen E Hammond ","Trustee",2017-06-01,2017,"Whitman College"
0,"Gordon H Keane ","Trustee",2017-06-01,2017,"Whitman College"
0,"Tricia P Montgomery ","Trustee",2017-06-01,2017,"Whitman College"
0,"James R Moore ","Trustee",2017-06-01,2017,"Whitman College"
0,"William R Neff ","Trustee",2017-06-01,2017,"Whitman College"
463776,"George S Bridges ","President Thru 6/30/15",2016-06-01,2016,"Whitman College"
270047,"John W Bogley ","Vp For Development",2016-06-01,2016,"Whitman College"
235562,"Kathleen Murray ","President Beginning 7/1/15",2016-06-01,2016,"Whitman College"
228365,"Peter Harvey ","Cfo/Treasurer",2016-06-01,2016,"Whitman College"
178114,"Charles E Cleveland ","Dean Of Students",2016-06-01,2016,"Whitman College"
169018,"David F Schmitz ","Faculty",2016-06-01,2016,"Whitman College"
168529,"Michelle Ma ","Chief Communications Officer",2016-06-01,2016,"Whitman College"
168253,"Patrick Spencer ","Provost/Dean Of Faculty Interim",2016-06-01,2016,"Whitman College"
167912,"Christopher Ponce ","Associate Vp For Development",2016-06-01,2016,"Whitman College"
165139,"Patrick Keef ","Faculty",2016-06-01,2016,"Whitman College"
158436,"Dan M Terrio ","Chief Information Officer",2016-06-01,2016,"Whitman College"
155312,"Tony Cabasco ","Dean Of Admission & Financial Aid",2016-06-01,2016,"Whitman College"
152519,"Keith Farrington ","Faculty",2016-06-01,2016,"Whitman College"
150817,"Paul H Yancey ","Faculty",2016-06-01,2016,"Whitman College"
141624,"Timothy Kaufman-Osborn ","Former Provost/Dean Of Students",2016-06-01,2016,"Whitman College"
0,"Bradley M Mcmurchie ","Chair",2016-06-01,2016,"Whitman College"
0,"Nancy B Serrurier ","Vice Chair",2016-06-01,2016,"Whitman College"
0,"Janice M Abraham ","Trustee",2016-06-01,2016,"Whitman College"
0,"Megan Ferguson Clubb ","Trustee",2016-06-01,2016,"Whitman College"
0,"John C Coleman ","Trustee",2016-06-01,2016,"Whitman College"
0,"Joseph C Davis ","Trustee",2016-06-01,2016,"Whitman College"
0,"Richard Fade ","Trustee",2016-06-01,2016,"Whitman College"
0,"Barbara S Feigin ","Trustee",2016-06-01,2016,"Whitman College"
0,"Stephen E Hammond ","Trustee",2016-06-01,2016,"Whitman College"
0,"Walter C Minnick ","Trustee",2016-06-01,2016,"Whitman College"
388348,"Roberta Davidson ","Faculty",2015-06-01,2015,"Whitman College"
372596,"George S Bridges ","President",2015-06-01,2015,"Whitman College"
220336,"Peter Harvey ","Cfo/Treasurer",2015-06-01,2015,"Whitman College"
209663,"John W Bogley ","Vp For Development",2015-06-01,2015,"Whitman College"
186056,"Timothy V Kaufman-Osborn ","Provost & Dean Of The Faculty",2015-06-01,2015,"Whitman College"
179299,"David F Schmitz ","Faculty",2015-06-01,2015,"Whitman College"
171640,"Charles E Cleveland ","Dean Of Students",2015-06-01,2015,"Whitman College"
163266,"Paul H Yancey ","Faculty",2015-06-01,2015,"Whitman College"
160406,"Patrick Keef ","Faculty",2015-06-01,2015,"Whitman College"
159354,"Robert J Carson ","Faculty",2015-06-01,2015,"Whitman College"
157638,"Dan M Terrio ","Chief Information Officer",2015-06-01,2015,"Whitman College"
0,"Bradley M Mcmurchie ","Chair",2015-06-01,2015,"Whitman College"
0,"Nancy B Serrurier ","Vice Chair",2015-06-01,2015,"Whitman College"
0,"Janice M Abraham ","Trustee",2015-06-01,2015,"Whitman College"
0,"Megan Ferguson Clubb ","Trustee",2015-06-01,2015,"Whitman College"
0,"John C Coleman ","Trustee",2015-06-01,2015,"Whitman College"
0,"Ryan C Crocker ","Trustee",2015-06-01,2015,"Whitman College"
0,"Joseph C Davis ","Trustee",2015-06-01,2015,"Whitman College"
0,"Richard Fade ","Trustee",2015-06-01,2015,"Whitman College"
0,"Barbara S Feigin ","Trustee",2015-06-01,2015,"Whitman College"
0,"Karen E Glover ","Trustee",2015-06-01,2015,"Whitman College"
0,"Stephen E Hammond ","Trustee",2015-06-01,2015,"Whitman College"
0,"Walter C Minnick ","Trustee",2015-06-01,2015,"Whitman College"
0,"James R Moore ","Trustee",2015-06-01,2015,"Whitman College"
0,"Dean Allen Nichols ","Trustee",2015-06-01,2015,"Whitman College"
350921,"George S Bridges ","President",2014-06-01,2014,"Whitman College"
212805,"Peter Harvey ","Cfo/Treasurer",2014-06-01,2014,"Whitman College"
196919,"John W Bogley ","Vp For Development",2014-06-01,2014,"Whitman College"
190241,"Timothy V Kaufman-Osborn ","Provost & Dean Of The Faculty",2014-06-01,2014,"Whitman College"
164793,"Charles E Cleveland ","Dean Of Students",2014-06-01,2014,"Whitman College"
154456,"Dan M Terrio ","Chief Information Officer",2014-06-01,2014,"Whitman College"
153323,"Patrick Keef ","Faculty",2014-06-01,2014,"Whitman College"
152331,"Robert J Carson ","Faculty",2014-06-01,2014,"Whitman College"
151071,"David F Schmitz ","Faculty",2014-06-01,2014,"Whitman College"
150319,"Paul H Yancey ","Faculty",2014-06-01,2014,"Whitman College"
138043,"Susan Pickett ","Faculty",2014-06-01,2014,"Whitman College"
0,"Bradley M Mcmurchie ","Chair",2014-06-01,2014,"Whitman College"
0,"Nancy B Serrurier ","Vice Chair",2014-06-01,2014,"Whitman College"
0,"Andrew U Ferrari ","Trustee",2014-06-01,2014,"Whitman College"
0,"Barbara S Feigin ","Trustee",2014-06-01,2014,"Whitman College"
0,"David Nierenberg ","Trustee",2014-06-01,2014,"Whitman College"
0,"Dean Allen Nichols ","Trustee",2014-06-01,2014,"Whitman College"
0,"James R Moore ","Trustee",2014-06-01,2014,"Whitman College"
0,"Janice M Abraham ","Trustee",2014-06-01,2014,"Whitman College"
0,"John C Coleman ","Trustee",2014-06-01,2014,"Whitman College"
0,"John W Stanton ","Trustee",2014-06-01,2014,"Whitman College"
0,"Joseph C Davis ","Trustee",2014-06-01,2014,"Whitman College"
0,"Karen E Glover ","Trustee",2014-06-01,2014,"Whitman College"
0,"Megan Ferguson Clubb ","Trustee",2014-06-01,2014,"Whitman College"
0,"Megan Medica ","Trustee",2014-06-01,2014,"Whitman College"
